GID,ID,NAME,TYPE,TOLLINTERV,LAT,LNG,PILENUMBER,STATUS,STARTTIME,ENDTIME,ETCGANTRYH,RSUMANUID,RSUMODEL,RUSID,VPLRUID,VPLRMODEL,VPLRID,HDVUID,HDVMODEL,HDVID,OPERATION,LINKID,CLASS,ZOOM,ZOOMNUMBER,省份编码,门架种类,使用状态,承载门架编,收费广场编,省份名称,门架类型,省界入出口标识
,S000313001002020020,冀晋主线收费站-阳原收费站2,0,,40.0375,113.98,K267+828,0,,,,,,,,,,,,,0,610105426,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界入口
,G002237008000820080,青兰鲁冀-魏庄门架,0,,36.3463,115.544,K508+950,0,,,,,,,,,,,,,0,,,0,0,37,实体门架,在用,,,山东省,省界收费门架,省界入口
,G002237008000820220,青兰鲁冀-魏庄门架,0,,36.3478,115.539,K509+420,0,,,,,,,,,,,,,0,,,0,0,37,实体门架,在用,,,山东省,省界收费门架,省界入口
,G002213001000220020,金滩镇收费站-冀鲁省界2,0,,36.3318,115.345,K529+030,0,,,,,,,,,,,,,0,,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G002213001000220010,金滩镇收费站-冀鲁省界1,0,,36.3313,115.339,K529+530,0,,,,,,,,,,,,,0,,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,S380113001001020020,京冀省界-怀来北互通2,0,,40.5158,115.643,K84+097,0,,,,,,,,,,,,,0,502129331,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界入口
,S380113001001020010,京冀省界-怀来北互通1,0,,40.5199,115.641,K84+597,0,,,,,,,,,,,,,0,606129392,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界入口
,G221161001000120020,乾坤湾匝道至陕西延川省界,0,,36.7852,110.388,K308+255,0,,,,,,,,,,,,,0,111830007,,0,0,61,实体门架,在用,,,陕西省,省界收费门架,省界出口
,G221161001000120010,乾坤湾匝道至陕西延川省界,0,,36.782,110.384,K308+780,0,,,,,,,,,,,,,0,111830012,,0,0,61,实体门架,在用,,,陕西省,省界收费门架,省界出口
,S003261001000720010,陕西佳县至佳县,0,,38.0372,110.488,K0+770,0,,,,,,,,,,,,,0,15768816,,0,0,61,实体门架,在用,,,陕西省,省界收费门架,省界入口
,G181764001000120010,银巴省界入口门架1,0,,38.3706,105.97,K215+230,0,,,,,,,,,,,,,0,90505357,,0,0,64,实体门架,在用,,,宁夏回族自治区,省界收费门架,省界入口
,G221161001000110020,陕西延川省界至乾坤湾匝道,0,,36.7858,110.389,K308+260,0,,,,,,,,,,,,,0,111830005,,0,0,61,实体门架,在用,,,陕西省,省界收费门架,省界入口
,G221161001000110010,陕西延川省界至乾坤湾匝道,0,,36.7899,110.396,K307+442,0,,,,,,,,,,,,,0,111829997,,0,0,61,实体门架,在用,,,陕西省,省界收费门架,省界入口
,S003261001000710020,佳县至陕西佳县,0,,38.0389,110.482,K1+300,0,,,,,,,,,,,,,0,15768820,,0,0,61,实体门架,在用,,,陕西省,省界收费门架,省界出口
,S003261001000710010,佳县至陕西佳县,0,,38.0414,110.477,K1+800,0,,,,,,,,,,,,,0,41603014,,0,0,61,实体门架,在用,,,陕西省,省界收费门架,省界出口
,G451223003003010150,泰来虚-街基主线门架,0,,46.3049,123.407,K326+100,0,,,,,,,,,,,,,0,70309243,,0,0,23,实体门架,在用,,,黑龙江省,省界收费门架,省界出口
,G451223003003010140,泰来虚-街基主线门架,0,,46.3096,123.408,K326+700,0,,,,,,,,,,,,,0,70309243,,0,0,23,实体门架,在用,,,黑龙江省,省界收费门架,省界出口
,G004515001000210010,欧里主线-巴彦塔拉1,0,,43.6254,123.359,K423+300,0,,,,,,,,,,,,,0,507091109,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G012112001000610010,京秦省界(河北)白涧站收费站-许家台收费站匝道互通1,0,,40.0155,117.215,K61+500,0,,,,,,,,,,,,,0,46575654,,0,0,12,实体门架,在用,,,天津市,省界收费门架,省界入口
,G012112001000610030,京秦省界(河北)白涧站收费站-许家台收费站匝道互通3,0,,40.0147,117.208,K46+200,0,,,,,,,,,,,,,0,77270920,,0,0,12,实体门架,在用,,,天津市,省界收费门架,省界入口
,G012112001000110010,京秦塘承互通-京秦省界(河北)别山站收费站1,0,,39.9393,117.482,K87+600,0,,,,,,,,,,,,,0,30417869,,0,0,12,实体门架,在用,,,天津市,省界收费门架,省界出口
,S001511001000610010,北京德仁务站-北京永乐站1,0,,39.656,116.794,K35+350,0,,,,,,,,,,,,,0,12651009,,0,0,11,实体门架,在用,,,北京市,省界收费门架,省界出口
,G000662003000810020,海石湾匝道站-甘青省界1,0,,36.3025,102.933,K1681+500,0,,,,,,,,,,,,,0,6060160,,0,0,62,实体门架,在用,,,甘肃省,省界收费门架,省界出口
,G000662003000810010,海石湾匝道站-甘青省界1,0,,36.3028,102.937,K1681+900,0,,,,,,,,,,,,,0,6060160,,0,0,62,实体门架,在用,,,甘肃省,省界收费门架,省界出口
,G000313001001510020,东安庄收费站-冀津省界2,0,,39.289,116.866,K80+550,0,,,,,,,,,,,,,0,510105352,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G000313001001510010,东安庄收费站-冀津省界1,0,,39.2897,116.86,K80+050,0,,,,,,,,,,,,,0,70490902,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,S000112001000110010,田家峪收费站匝道互通-津蓟省界(北京)莲花岭站收费站1,0,,40.0842,117.238,K114+200,0,,,,,,,,,,,,,0,600078473,,0,0,12,实体门架,在用,,,天津市,省界收费门架,省界出口
,S001111003003910010,北京司马台匝道站-北京司马台站1,0,,40.6381,117.257,K125+650,0,,,,,,,,,,,,,0,14762341,,0,0,11,实体门架,在用,,,北京市,省界收费门架,省界出口
,S001111003003910020,北京司马台匝道站-北京司马台站2,0,,40.6419,117.26,K126+150,0,,,,,,,,,,,,,0,488150,,0,0,11,实体门架,在用,,,北京市,省界收费门架,省界出口
,G000213003000910010,千童收费站-冀鲁省界1,0,,37.8584,117.108,K259+100,0,,,,,,,,,,,,,0,29764809,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G000211001000510010,北京京沪廊坊站-北京京沪市界站1,0,,39.5827,116.789,K39+800,0,,,,,,,,,,,,,0,12716795,,0,0,11,实体门架,在用,,,北京市,省界收费门架,省界出口
,G251613001000110010,冀鲁界-运河西收费站1,0,,36.8831,115.703,K305+742,0,,,,,,,,,,,,,0,88591749,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界入口
,G251121001000110020,章古台互通立交-阿尔乡收费站2,0,,42.8171,122.456,K100+119,0,,,,,,,,,,,,,0,5402151,,0,0,21,实体门架,在用,,,辽宁省,省界收费门架,省界出口
,G251121001000110010,章古台互通立交-阿尔乡收费站1,0,,42.8126,122.459,K99+589,0,,,,,,,,,,,,,0,5402150,,0,0,21,实体门架,在用,,,辽宁省,省界收费门架,省界出口
,S031063001000510020,道帷主线站-道帏匝道收费站2,0,,35.6615,102.619,K30+540,0,,,,,,,,,,,,,0,506098997,,0,0,63,实体门架,停用,,,青海省,省界收费门架,省界入口
,G012113002000110020,蒋福山收费站-京秦高速公路冀津省界2,0,,40.0103,117.186,K59+780,0,,,,,,,,,,,,,0,46575589,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G012113002000110010,蒋福山收费站-京秦高速公路冀津省界1,0,,40.0102,117.179,K59+200,0,,,,,,,,,,,,,0,46575590,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G000113002004110010,香河东匝道收费站-冀津界1,0,,39.786,117.116,K57+700,0,,,,,,,,,,,,,0,16241772,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G000113002004110020,香河东匝道收费站-冀津界2,0,,39.7865,117.11,K57+200,0,,,,,,,,,,,,,0,16241772,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G032137002000110010,德商鲁冀-支线立交门架,0,,37.3511,116.035,K0+850,0,,,,,,,,,,,,,0,70311500,,0,0,37,实体门架,在用,,,山东省,省界收费门架,省界入口
,G181213002002310010,东下关收费站-保阜与山西忻阜高速连接处1,0,,38.9383,113.859,K258+730,0,,,,,,,,,,,,,0,506106684,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G121222001000120020,大湾收费站至山城互通门架2,0,,42.3026,125.28,K160+650,0,,,,,,,,,,,,,0,70039963,,0,0,22,实体门架,在用,,,吉林省,省界收费门架,省界入口
,S001022001000220020,英额布互通至下排收费站门架2,0,,41.7295,125.356,K43+710,0,,,,,,,,,,,,,0,78365338,,0,0,22,实体门架,在用,,,吉林省,省界收费门架,省界出口
,S003211001001420020,北京夏各庄站-北京南太务站2,0,,40.1099,117.211,K68+450,0,,,,,,,,,,,,,0,428435,,0,0,11,实体门架,在用,,,北京市,省界收费门架,省界入口
,S001522001000520020,安恕互通至安恕主线收费站门架2,0,,42.8054,124.996,K70+900,0,,,,,,,,,,,,,0,17102300,,0,0,22,实体门架,在用,,,吉林省,省界收费门架,省界出口
,S001522001000520010,安恕互通至安恕主线收费站门架1,0,,42.8104,124.999,K70+320,0,,,,,,,,,,,,,0,17102412,,0,0,22,实体门架,在用,,,吉林省,省界收费门架,省界出口
,G451222001000520010,坦途互通至西明嘎主线收费站门架1,0,,46.2087,123.381,K313+160,0,,,,,,,,,,,,,0,75231147,,0,0,22,实体门架,在用,,,吉林省,省界收费门架,省界出口
,S370113002001020020,冀晋界-暖泉古镇互通2,0,,39.811,114.398,K184+511,0,,,,,,,,,,,,,0,109991598,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界入口
,S001111003004020020,北京司马台站-北京司马台匝道站2,0,,40.6424,117.26,K126+180,0,,,,,,,,,,,,,0,14762346,,0,0,11,实体门架,在用,,,北京市,省界收费门架,省界入口
,S001111003004020010,北京司马台站-北京司马台匝道站1,0,,40.6503,117.257,K127+150,0,,,,,,,,,,,,,0,14762350,,0,0,11,实体门架,在用,,,北京市,省界收费门架,省界入口
,S002241001005120020,南乐东_南林豫鲁界西向东第二排,0,,36.0623,115.394,K7+750,0,,,,,,,,,,,,,0,76806084,,0,0,41,实体门架,在用,,,河南省,省界收费门架,省界出口
,S350013001000220020,丰南主线站-南湖收费站2,0,,39.557,117.939,K13+180,0,,,,,,,,,,,,,0,83410063,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界入口
,S350013001000220010,丰南主线站-南湖收费站1,0,,39.5585,117.933,K13+680,0,,,,,,,,,,,,,0,83410063,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界入口
,G251613001000220010,运河西收费站-冀鲁界1,0,,36.8831,115.702,K305+772,0,,,,,,,,,,,,,0,11661453,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G000121006001120010,东戴河互通立交-万家收费站1,0,,40.0642,119.848,K304+500,0,,,,,,,,,,,,,0,49662312,,0,0,21,实体门架,在用,,,辽宁省,省界收费门架,省界出口
,G000121001000120010,毛家店收费站-杏山枢纽立交1,0,,43.0817,124.393,K849+260,0,,,,,,,,,,,,,0,44933449,,0,0,21,实体门架,在用,,,辽宁省,省界收费门架,省界入口
,G451222001000520020,坦途互通至西明嘎主线收费站门架2,0,,46.2028,123.381,K312+500,0,,,,,,,,,,,,,0,75231147,,0,0,22,实体门架,在用,,,吉林省,省界收费门架,省界出口
,G001837013002020200,无棣-鲁北主线门架,0,,37.9312,117.64,K603+100,0,,,,,,,,,,,,,0,12571297,,0,0,37,实体门架,在用,,,山东省,省界收费门架,省界出口
,G032137002000220040,支线立交-德商鲁冀门架,0,,37.343,116.033,K1+700,0,,,,,,,,,,,,,0,9183291,,0,0,37,实体门架,在用,,,山东省,省界收费门架,省界出口
,G032137002000220030,支线立交-德商鲁冀门架,0,,37.3381,116.033,K2+250,0,,,,,,,,,,,,,0,9183291,,0,0,37,实体门架,在用,,,山东省,省界收费门架,省界出口
,G181764001000110020,银巴省界出口门架2,0,,38.368,105.976,K215+780,0,,,,,,,,,,,,,0,90505354,,0,0,64,实体门架,在用,,,宁夏回族自治区,省界收费门架,省界出口
,G181764001000110010,银巴省界出口门架1,0,,38.3658,105.981,K216+150,0,,,,,,,,,,,,,0,90505346,,0,0,64,实体门架,在用,,,宁夏回族自治区,省界收费门架,省界出口
,S002012001000110030,唐廊省界(河北)天津宁河站收费站-宁河岳龙收费站匝道互通3,0,,39.5594,117.916,K14+600,0,,,,,,,,,,,,,0,48263655,,0,0,12,实体门架,在用,,,天津市,省界收费门架,省界入口
,S002012001000110010,唐廊省界(河北)天津宁河站收费站-宁河岳龙收费站匝道互通1,0,,39.5599,117.922,K14+100,0,,,,,,,,,,,,,0,34998094,,0,0,12,实体门架,在用,,,天津市,省界收费门架,省界入口
,S370113002000910010,暖泉古镇互通-冀晋界1,0,,39.8125,114.41,K183+481,0,,,,,,,,,,,,,0,110062060,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界出口
,G061563003000920020,久治主线站-久治匝道站2,0,,33.4139,101.454,K681+230,0,,,,,,,,,,,,,0,69738880,,0,0,63,实体门架,停用,,,青海省,省界收费门架,省界入口
,G000514065001220010,龙门大桥至河津西1,0,,35.5931,110.633,K840+630,0,,,,,,,,,,,,,0,109902912,,0,0,14,实体门架,在用,,,山西省,省界收费门架,省界入口
,S031063001000520010,道帏匝道收费站-道帷主线站1,0,,35.6172,102.689,K30+010,0,,,,,,,,,,,,,0,76724321,,0,0,63,实体门架,停用,S031063001000520010,S03106300100502010,青海省,省界收费门架,省界出口
,G001531003000420020,G15省界-S19互通立交,0,,30.7305,121.274,K1343+808,0,,,,,,,,,,,,,0,605120625,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G001531003000420010,G15省界-S19互通立交,0,,30.7331,121.278,K1343+330,0,,,,,,,,,,,,,0,7159902,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界入口
,G001531003000410020,S19互通立交-G15省界,0,,30.7335,121.279,K1343+300,0,,,,,,,,,,,,,0,608122092,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G001531003000410010,S19互通立交-G15省界,0,,30.737,121.281,K1342+850,0,,,,,,,,,,,,,0,510122946,,0,0,31,实体门架,在用,,,上海市,省界收费门架,省界出口
,G001533001001710030,新仓-浙沪南主线3,0,,30.7248,121.26,K1347+000,0,,,,,,,,,,,,,0,7159884,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G001533001001710020,新仓-浙沪南主线2,0,,30.7179,121.233,K1349+750,0,,,,,,,,,,,,,0,87881143,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G001533001001710010,新仓-浙沪南主线1,0,,30.7167,121.227,K1350+300,0,,,,,,,,,,,,,0,87881142,,0,0,33,实体门架,在用,,,浙江省,省界收费门架,省界出口
,G000615001000220010,兴和东-蒙冀界1,0,,40.8459,113.896,K268+380,0,,,,,,,,,,,,,0,19206073,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G000615001000220020,兴和东-蒙冀界2,0,,40.8481,113.887,K268+880,0,,,,,,,,,,,,,0,19206073,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G000615001000210020,蒙冀界-兴和东2,0,,40.8457,113.897,K268+800,0,,,,,,,,,,,,,0,47698185,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G000615001000210010,蒙冀界-兴和东1,0,,40.8439,113.909,K269+330,0,,,,,,,,,,,,,0,47698184,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G000313001001620020,冀津省界-东安庄收费站2,0,,39.2874,116.873,K81+200,0,,,,,,,,,,,,,0,78306632,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界入口
,G000664001003110020,兴仁省界出口门架2,0,,36.9541,105.251,K1406+030,0,,,,,,,,,,,,,0,90505461,,0,0,64,实体门架,在用,,,宁夏回族自治区,省界收费门架,省界出口
,G000664001003120020,兴仁省界入口门架2,0,,36.9533,105.246,K1406+610,0,,,,,,,,,,,,,0,6028649,,0,0,64,实体门架,在用,,,宁夏回族自治区,省界收费门架,省界入口
,G000663001000420020,马场垣站-马场垣主线站2,0,,36.3139,102.897,K1685+820,0,,,,,,,,,,,,,0,71168814,,0,0,63,实体门架,在用,,,青海省,省界收费门架,省界出口
,G000664001003120010,兴仁省界入口门架1,0,,36.9543,105.252,K1406+000,0,,,,,,,,,,,,,0,5950879,,0,0,64,实体门架,在用,,,宁夏回族自治区,省界收费门架,省界入口
,G000664001003110010,兴仁省界出口门架1,0,,36.9548,105.257,K1405+500,0,,,,,,,,,,,,,0,90527528,,0,0,64,实体门架,在用,,,宁夏回族自治区,省界收费门架,省界出口
,G000211001000620010,北京京沪市界站-北京京沪廊坊站1,0,,39.5767,116.799,K40+850,0,,,,,,,,,,,,,0,7723888,,0,0,11,实体门架,在用,,,北京市,省界收费门架,省界入口
,G032137009001110090,龙王庙-巨单鲁皖门架,0,,34.6698,116.224,K428+815,0,,,,,,,,,,,,,0,,,0,0,37,实体门架,在用,,,山东省,省界收费门架,省界出口
,S004614018000110010,石咀站至五台山景区站1,0,,38.9107,113.742,K272+150,0,,,,,,,,,,,,,0,507105716,,0,0,14,实体门架,在用,,,山西省,省界收费门架,省界入口
,G101313001000110020,冀蒙界至二秦互通2,0,,41.5812,114.986,k1306+470,0,,,,,,,,,,,,,0,112308280,,0,0,13,实体门架,在用,,,河北省,省界收费门架,省界入口
,G006515003001420010,蒙陕界-兰家梁1,0,,39.1424,109.789,K200+900,0,,,,,,,,,,,,,0,15611353,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G006515003001420020,蒙陕界-兰家梁2,0,,39.1376,109.788,K201+400,0,,,,,,,,,,,,,0,15611353,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G351141004005110020,豫鲁省界_长垣北站东向西第二排,0,,35.3208,114.888,K70+610,0,,,,,,,,,,,,,0,601063544,,0,0,41,实体门架,在用,,,河南省,省界收费门架,省界入口
,G005515004010820020,蒙晋界-丰镇2,0,,40.4227,113.093,K417+950,0,,,,,,,,,,,,,0,5995583,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G005515004010820010,蒙晋界-丰镇1,0,,40.4181,113.093,K418+450,0,,,,,,,,,,,,,0,5995583,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G005515004010810020,丰镇-蒙晋界2,0,,40.424,113.092,K417+900,0,,,,,,,,,,,,,0,5995582,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G005515004010810010,丰镇-蒙晋界1,0,,40.4281,113.092,K417+400,0,,,,,,,,,,,,,0,5995582,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G001015003000220010,阿荣旗南-蒙黑界1,0,,48.0214,123.466,K876+300,0,,,,,,,,,,,,,0,14949192,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G001015003000220020,阿荣旗南-蒙黑界2,0,,48.0257,123.464,K876+800,0,,,,,,,,,,,,,0,14949192,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G001015003000210020,蒙黑界-阿荣旗南2,0,,48.0209,123.466,K876+250,0,,,,,,,,,,,,,0,41042401,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G001015003000210010,蒙黑界-阿荣旗南1,0,,48.0167,123.469,K875+750,0,,,,,,,,,,,,,0,41042401,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G251115002000220020,甘旗卡-好力堡2,0,,43.0012,122.423,K122+460,0,,,,,,,,,,,,,0,620091177,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G251115002000210020,好力堡-甘旗卡2,0,,43.0004,122.423,K121+910,0,,,,,,,,,,,,,0,504090648,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G251115002000210010,好力堡-甘旗卡1,0,,42.9976,122.423,K121+410,0,,,,,,,,,,,,,0,604091218,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G002064001001420010,盐池省界-青银盐池东枢纽入口门架,0,,37.73,107.5,K1372+750,0,,,,,,,,,,,,,0,15611344,,0,0,64,实体门架,在用,,,宁夏回族自治区,省界收费门架,省界入口
,G251115002000220010,甘旗卡-好力堡1,0,,43.0064,122.424,K122+960,0,,,,,,,,,,,,,0,605091169,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G181715005000810020,长流水-巴润别立主线2,0,,38.4222,105.733,K185+630,0,,,,,,,,,,,,,0,5681348,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G181715005000810010,长流水-巴润别立主线1,0,,38.4248,105.728,K186+130,0,,,,,,,,,,,,,0,5681348,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G005642001000120020,枫林-鄂东南2,0,,29.7477,115.407,K566+960,0,,,,,,,,,,,,,0,15014800,,0,0,42,实体门架,在用,,,湖北省,省界收费门架,省界出口
,G181715005000820020,巴润别立主线-长流水2,0,,38.4218,105.734,K186+675,0,,,,,,,,,,,,,0,5679954,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G181715005000820010,巴润别立主线-长流水1,0,,38.4179,105.738,K186+180,0,,,,,,,,,,,,,0,5679954,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G001615004000220010,平庄-平庄主线1,0,,42.1161,119.321,K507+075,0,,,,,,,,,,,,,0,30278383,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G001615004000220020,平庄-平庄主线2,0,,42.1153,119.327,K506+582,0,,,,,,,,,,,,,0,30278383,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G001615004000210010,平庄主线-平庄1,0,,42.1152,119.329,K506+540,0,,,,,,,,,,,,,0,40599225,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G001615004000210020,平庄主线-平庄2,0,,42.1154,119.328,K506+065,0,,,,,,,,,,,,,0,40599228,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G004061001000120010,商南西匝道至陕西商南省界,0,,33.4733,110.881,K1297+300,0,,,,,,,,,,,,,0,3497440,,0,0,61,实体门架,在用,,,陕西省,省界收费门架,省界出口
,G004061001000120020,商南西匝道至陕西商南省界,0,,33.4709,110.873,K1298+050,0,,,,,,,,,,,,,0,6322254,,0,0,61,实体门架,在用,,,陕西省,省界收费门架,省界出口
,S002715001002620020,三号地-贡宝拉格2,0,,41.6911,115.118,K283+750,0,,,,,,,,,,,,,0,520106306,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,S002715001002620010,三号地-贡宝拉格1,0,,41.6883,115.114,K284+250,0,,,,,,,,,,,,,0,503106035,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,S002715001002610020,贡宝拉格-三号地2,0,,41.692,115.119,K283+700,0,,,,,,,,,,,,,0,501105902,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,S002715001002610010,贡宝拉格-三号地1,0,,41.6951,115.124,K283+200,0,,,,,,,,,,,,,0,608105756,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G000715003004210020,黑鹰山-黑鹰山主线2,0,,42.0082,98.3948,K1758+500,0,,,,,,,,,,,,,0,109787089,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G000715003004220020,黑鹰山主线-黑鹰山2,0,,42.0082,98.3892,K1758+500,0,,,,,,,,,,,,,0,61726913,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G000715003004220010,黑鹰山主线-黑鹰山1,0,,42.0079,98.3946,K1758+500,0,,,,,,,,,,,,,0,61726913,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G000715003004210010,黑鹰山-黑鹰山主线1,0,,42.0078,98.4028,K1758+500,0,,,,,,,,,,,,,0,109787089,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G001815001000210020,清水河界-十七沟2,0,,39.8049,111.972,K1274+350,0,,,,,,,,,,,,,0,602117289,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G001815001000210010,清水河界-十七沟1,0,,39.8027,111.979,K1273+700,0,,,,,,,,,,,,,0,605117049,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G001815001000220020,十七沟-清水河界2,0,,39.8049,111.971,K1274+400,0,,,,,,,,,,,,,0,505116713,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G001815001000220010,十七沟-清水河界1,0,,39.8059,111.965,K1274+900,0,,,,,,,,,,,,,0,109086198,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G001533001001720020,浙沪南主线-新仓2,0,,30.7185,121.235,K1349+580,0,,,,,,,,,,,,,0,8848450,,0,0,33,实体门架,停用,,,浙江省,省界收费门架,省界入口
,G006515003001410020,兰家梁-蒙陕界2,0,,39.1432,109.789,K200+850,0,,,,,,,,,,,,,0,6602628,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G006515003001410010,兰家梁-蒙陕界1,0,,39.148,109.789,K200+350,0,,,,,,,,,,,,,0,6602628,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G005915001001420010,和林格尔主线-新店子互通1,0,,40.247,112.174,K78+221,0,,,,,,,,,,,,,0,602109678,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G005915001001420020,和林格尔主线-新店子互通2,0,,40.2535,112.187,K78+281,0,,,,,,,,,,,,,0,520109733,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G351137002000920020,菏宝鲁豫-东明北门架,0,,35.3314,115.093,K49+900,0,,,,,,,,,,,,,0,48293310,,0,0,37,实体门架,在用,,,山东省,省界收费门架,省界入口
,G005915001001410020,新店子互通-和林格尔主线2,0,,40.2531,112.186,K76+960,0,,,,,,,,,,,,,0,500108289,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G005915001001410010,新店子互通-和林格尔主线1,0,,40.2465,112.174,K76+910,0,,,,,,,,,,,,,0,507107698,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
,G001533015001210030,马站-省界3,0,,27.2688,120.435,K374+030,0,,,,,,,,,,,,,0,111224054,,0,0,33,实体门架,停用,,,浙江省,省界收费门架,省界出口
,G001533015001210020,马站-省界2,0,,27.2691,120.442,K373+390,0,,,,,,,,,,,,,0,111224054,,0,0,33,实体门架,停用,,,浙江省,省界收费门架,省界出口
,G001533015001210010,马站-省界1,0,,27.2692,120.445,K373+070,0,,,,,,,,,,,,,0,111224054,,0,0,33,实体门架,停用,,,浙江省,省界收费门架,省界出口
,G001215001000210020,蒙吉界-白音乌苏2,0,,45.9971,122.313,K902+100,0,,,,,,,,,,,,,0,506101458,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G001215001000210010,蒙吉界-白音乌苏1,0,,45.9932,122.316,K901+600,0,,,,,,,,,,,,,0,603100614,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界入口
,G001215001000220010,白音乌苏-蒙吉界1,0,,45.9976,122.313,K902+135,0,,,,,,,,,,,,,0,608100568,,0,0,15,实体门架,在用,,,内蒙古自治区,省界收费门架,省界出口
